"path","top_level","category","subsystem","size_bytes","last_write_utc","extension","action","rationale","risk","evidence","owner","notes","bucket"
"client/node_modules/@babel/core/lib/config/item.js.map","client","frontend","unclassified","6088","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/partial.js","client","frontend","unclassified","5400","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/partial.js.map","client","frontend","unclassified","12845","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/pattern-to-regex.js","client","frontend","unclassified","1186","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/pattern-to-regex.js.map","client","frontend","unclassified","3222","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/plugin.js","client","frontend","unclassified","986","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/plugin.js.map","client","frontend","unclassified","2263","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/printer.js","client","frontend","unclassified","2894","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/printer.js.map","client","frontend","unclassified","8061","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/resolve-targets.js","client","frontend","unclassified","1577","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/resolve-targets.js.map","client","frontend","unclassified","3458","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/resolve-targets-browser.js","client","frontend","unclassified","1106","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/resolve-targets-browser.js.map","client","frontend","unclassified","2420","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/util.js","client","frontend","unclassified","927","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/util.js.map","client","frontend","unclassified","2365","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/option-assertions.js","client","frontend","unclassified","10009","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/option-assertions.js.map","client","frontend","unclassified","24874","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/options.js","client","frontend","unclassified","8017","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/options.js.map","client","frontend","unclassified","26051","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/plugins.js","client","frontend","unclassified","2088","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/plugins.js.map","client","frontend","unclassified","6415","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/removed.js","client","frontend","unclassified","2410","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/config/validation/removed.js.map","client","frontend","unclassified","3886","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/errors/config-error.js","client","frontend","unclassified","476","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/errors/config-error.js.map","client","frontend","unclassified","861","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/errors/rewrite-stack-trace.js","client","frontend","unclassified","3221","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/errors/rewrite-stack-trace.js.map","client","frontend","unclassified","10381","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/gensync-utils/async.js","client","frontend","unclassified","2594","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/gensync-utils/async.js.map","client","frontend","unclassified","7334","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/gensync-utils/fs.js","client","frontend","unclassified","591","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/gensync-utils/fs.js.map","client","frontend","unclassified","1049","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/gensync-utils/functional.js","client","frontend","unclassified","1300","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/gensync-utils/functional.js.map","client","frontend","unclassified","3006","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/index.js","client","frontend","unclassified","5853","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/index.js.map","client","frontend","unclassified","6087","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/parse.js","client","frontend","unclassified","1415","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/parse.js.map","client","frontend","unclassified","3684","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/parser/index.js","client","frontend","unclassified","2551","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/parser/index.js.map","client","frontend","unclassified","5359","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/parser/util/missing-plugin-helper.js","client","frontend","unclassified","12683","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/parser/util/missing-plugin-helper.js.map","client","frontend","unclassified","20752","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/tools/build-external-helpers.js","client","frontend","unclassified","4558","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/tools/build-external-helpers.js.map","client","frontend","unclassified","11257","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform.js","client","frontend","unclassified","1496","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform.js.map","client","frontend","unclassified","3991","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform-ast.js","client","frontend","unclassified","1666","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform-ast.js.map","client","frontend","unclassified","4468","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/block-hoist-plugin.js","client","frontend","unclassified","1928","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/block-hoist-plugin.js.map","client","frontend","unclassified","5703","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/babel-7-helpers.cjs","client","frontend","unclassified","142","2026-03-02T20:59:48Z",".cjs","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/babel-7-helpers.cjs.map","client","frontend","unclassified","565","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/file.js","client","frontend","unclassified","5881","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/file.js.map","client","frontend","unclassified","15947","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/generate.js","client","frontend","unclassified","2260","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/generate.js.map","client","frontend","unclassified","5367","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/merge-map.js","client","frontend","unclassified","855","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/file/merge-map.js.map","client","frontend","unclassified","3483","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/index.js","client","frontend","unclassified","3064","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/index.js.map","client","frontend","unclassified","7760","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/normalize-file.js","client","frontend","unclassified","3627","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/normalize-file.js.map","client","frontend","unclassified","8498","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/normalize-opts.js","client","frontend","unclassified","1604","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/normalize-opts.js.map","client","frontend","unclassified","4053","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/plugin-pass.js","client","frontend","unclassified","1160","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/plugin-pass.js.map","client","frontend","unclassified","3550","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/util/clone-deep.js","client","frontend","unclassified","1603","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transformation/util/clone-deep.js.map","client","frontend","unclassified","4326","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform-file.js","client","frontend","unclassified","1106","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform-file.js.map","client","frontend","unclassified","3240","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform-file-browser.js","client","frontend","unclassified","733","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/transform-file-browser.js.map","client","frontend","unclassified","1550","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/vendor/import-meta-resolve.js","client","frontend","unclassified","41549","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/lib/vendor/import-meta-resolve.js.map","client","frontend","unclassified","109982","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/LICENSE","client","frontend","unclassified","1106","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/package.json","client","frontend","unclassified","2504","2026-03-02T20:59:48Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@babel/core/README.md","client","frontend","unclassified","401","2026-03-02T20:59:47Z",".md","TBD","","","","","","generated_dependency_vendor_local"
